6.234542836525684044e-05 1.078541466619531452e-04 1.614638894222361740e-04 3.982635101860102150e+05 3.009761522000079297e+13
6.698462522908333087e-05 1.147730903220889673e-04 1.685753999477815899e-04 3.929406777874333202e+05 2.930080974627209766e+13
7.080519789026198127e-05 1.202017318665261734e-04 1.733211870593115249e-04 3.876190826347589027e+05 2.850861852322273828e+13
7.416685425853100026e-05 1.244667092276305061e-04 1.754018602612265356e-04 3.816993722212766297e+05 2.764519751920735547e+13
7.951251185636265420e-05 1.319176559389685101e-04 1.817097889897453951e-04 3.756106775965063716e+05 2.677399306192538672e+13
8.289021552187465336e-05 1.360424965762440828e-04 1.833976552479655523e-04 3.695278418936883681e+05 2.591042148258732812e+13
8.916466216768288385e-05 1.445510389335867747e-04 1.901503146181216897e-04 3.632227033353620791e+05 2.503148128212609375e+13
9.565345568352470068e-05 1.527499744597494752e-04 1.950573402112156169e-04 3.564381812679597060e+05 2.410999318062017188e+13
1.011050359438367218e-04 1.593229305923337866e-04 1.981093725676614787e-04 3.494855283917759079e+05 2.317766099777062109e+13
1.083264124275346485e-04 1.682799071311893849e-04 2.034054777958574931e-04 3.427464491797803785e+05 2.229008161749106250e+13
1.145944606150502869e-04 1.749504851559646073e-04 2.043124816970738351e-04 3.349498529018371482e+05 2.128955411711175000e+13
1.221618416759152144e-04 1.832618940235809346e-04 2.067065911270474536e-04 3.270266081710609724e+05 2.029244758996725781e+13
1.304434101050640552e-04 1.918232198427960499e-04 2.080116656265999786e-04 3.188243596775173792e+05 1.928687544578550781e+13
1.422098961817952977e-04 2.047570387326424373e-04 2.129717468932958862e-04 3.100640889544777456e+05 1.824533906362157422e+13
1.545952885903880162e-04 2.169439075192230862e-04 2.146222785445451556e-04 3.009129714992565569e+05 1.718182409927586719e+13
1.692559473529297101e-04 2.312696871994676163e-04 2.172131021957249546e-04 2.916761931599040399e+05 1.613681275055151367e+13
1.847362357661771852e-04 2.447374314407097895e-04 2.163542870358655713e-04 2.810343512329845107e+05 1.499023131359848242e+13
2.072032344243646736e-04 2.640426120823778145e-04 2.165345348457827044e-04 2.698508800495822215e+05 1.381099424990355859e+13
2.239804972662358179e-04 2.748009774625526959e-04 2.095081375052875795e-04 2.589731255572895461e+05 1.272851592934286523e+13
2.496728229172331536e-04 2.906934111971967521e-04 2.004388774866021187e-04 2.464974883456886455e+05 1.153379893465091406e+13
2.917083307437120469e-04 3.206652353681917135e-04 1.987651496602602032e-04 2.333111306940675131e+05 1.032984260020327930e+13
3.254419720884407113e-04 3.323387144214129266e-04 1.805898906404076044e-04 2.199329963544297498e+05 9.189459890749697266e+12
4.226856499117660694e-04 3.815815890021113845e-04 1.692737939144824718e-04 2.041854868723833351e+05 7.903633388392829102e+12
5.453848187543261592e-04 4.177183105600580583e-04 1.461816246769212491e-04 1.879803322918980848e+05 6.702282328083867188e+12
6.257608440369305698e-04 3.978910682127916325e-04 1.035577802864955977e-04 1.717946628686188778e+05 5.603246993242395508e+12
6.642339867422368234e-04 3.416741981802308881e-04 6.493001931865225861e-05 1.564046180705921142e+05 4.640555435346147461e+12
6.226872397493287033e-04 2.619920412832469573e-04 3.627111279469871021e-05 1.445119295977743168e+05 3.971154902569558594e+12
5.510362238225057505e-04 2.017331165173477192e-04 2.272188783976488739e-05 1.372107069712560333e+05 3.571095268682459473e+12
4.883091184772436711e-04 1.610651539588709650e-04 1.545495426651260587e-05 1.312119724904503382e+05 3.265938788842865723e+12
4.683852037696659447e-04 1.440032202126063389e-04 1.193181759135726983e-05 1.262251627752131899e+05 3.021108501573071289e+12
4.056322656533923048e-04 1.072318378228229228e-04 6.582774052828896487e-06 1.212116068233927799e+05 2.783156131418401367e+12
3.879612430940415678e-04 9.984106459969266910e-05 6.370748351882835761e-06 1.172799845663939341e+05 2.611084277744216309e+12
3.529749435872770380e-04 8.274292671470185863e-05 4.115938786089362544e-06 1.138615236048499355e+05 2.458856386434110840e+12
3.255204042815670862e-04 6.947600997758344001e-05 2.894227526234929110e-06 1.099694622438493243e+05 2.295359226474436035e+12
3.177422031197723391e-04 6.608757079508642768e-05 2.626587798372962129e-06 1.071017779946632363e+05 2.177723216484437988e+12
2.986134668199266090e-04 5.849388385077763854e-05 2.063458958497532550e-06 1.042414278585608990e+05 2.061644543309432861e+12
2.904338294729063652e-04 5.512148703274482513e-05 1.852353436557569295e-06 1.016591057940926839e+05 1.961293859019428955e+12
2.825937318495273603e-04 5.210552863759951878e-05 1.627427650754200684e-06 9.940396893311072199e+04 1.874216826234712402e+12
2.648556593004234845e-04 4.626200884653130770e-05 1.281077143762724046e-06 9.680701725392408844e+04 1.778559749432365967e+12
2.541639518011778163e-04 4.267626235742188226e-05 1.118897482252086923e-06 9.468226498880218423e+04 1.700488910440853516e+12
2.486460496243865677e-04 4.105097898130060898e-05 1.089661069823259529e-06 9.249327794826924219e+04 1.623570658083726562e+12
2.424809239597630248e-04 3.881779099838436424e-05 9.426031332787572917e-07 9.043120754108279652e+04 1.551358960755526367e+12
2.361296063432901000e-04 3.663910641372227503e-05 8.177108841940799298e-07 8.864015395450331562e+04 1.491164996469102295e+12
2.309735433478703713e-04 3.509171158023417569e-05 7.652577091462778377e-07 8.673376240356720518e+04 1.427625749358066406e+12
2.227067728759612065e-04 3.290216769799025084e-05 6.713043275283370742e-07 8.506101086993652279e+04 1.373240584961249023e+12
2.186760374324094448e-04 3.128468082695609202e-05 6.083315911185591977e-07 8.342562148043327034e+04 1.320129445161123535e+12
2.182574784919710830e-04 3.114714404174366645e-05 6.231858158007280084e-07 8.191845507027911663e+04 1.273963974630449219e+12
2.100836533466968539e-04 2.923066002956649319e-05 5.423447278145572996e-07 8.041585476924729301e+04 1.226744867389123779e+12
2.071214800352724349e-04 2.822607497692021460e-05 4.915043123804427823e-07 7.886513968771882355e+04 1.180192136918111572e+12
2.049179281295188679e-04 2.784060321100394103e-05 4.957795255337003530e-07 7.742249887852271786e+04 1.137389101074168945e+12
1.998408845575930367e-04 2.635561050557656094e-05 4.541396127505750960e-07 7.624801599948765943e+04 1.103469558108687500e+12
1.966671517593004449e-04 2.551411804435681097e-05 4.015308396620578350e-07 7.478170619135386369e+04 1.061277689000612183e+12
1.919772827807276214e-04 2.424496635995215609e-05 3.591168381191302278e-07 7.356188094292598544e+04 1.026807853911393433e+12
1.907831750131341994e-04 2.395257790250897924e-05 3.554912589693653891e-07 7.254190481171821011e+04 9.982081194292285156e+11
1.903096129869216897e-04 2.379546011933869558e-05 3.541218629784526255e-07 7.122562706116921618e+04 9.629717253797021484e+11
1.851394471461899653e-04 2.257504275678498646e-05 3.168701418814676289e-07 7.011334240945419879e+04 9.326992424805875244e+11
1.847072364012101770e-04 2.246774185480574225e-05 3.170759989939318786e-07 6.900976419603545219e+04 9.040176910717097168e+11
1.823153159598123283e-04 2.197001197082736965e-05 3.035403867455309254e-07 6.800799143872123386e+04 8.775716346708162842e+11
1.772557602865264400e-04 2.087820897265854292e-05 2.752205081530143201e-07 6.704984775022743270e+04 8.531742361583153076e+11
1.779541584734770684e-04 2.093611087161999796e-05 2.739985359038827526e-07 6.623687209752666240e+04 8.321742399404750977e+11
1.737261469303748730e-04 1.991364697929552013e-05 2.457719115885304629e-07 6.517745575795049808e+04 8.058505158534190674e+11
